rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R20,Very_High,R20_OUT,0.18327910038467962,0.18087463316548724,2.173676133757255,2.173676133757255
R1,Very_Low,R1_OUT,0.12436713458054634,0.12659189657991293,0.2728703275574982,0.2728703275574982
R3,Low,R3_OUT,0.11842872509257138,0.10386392373436641,-1.351897305727411,1.351897305727411
R19,Very_High,R19_OUT,0.1081861077461034,0.09417463946530281,1.2434050118490816,1.2540717952543972
R10,Medium,R10_OUT,0.10551002103445914,0.07587556890005445,0.3887754425486677,0.4382873496784331
R11,High,R11_OUT,0.04756906077348065,0.06392126105765929,0.1542306625960424,0.21232476161432504
R5,Medium,R5_OUT,0.030704100255620165,0.06286732198388972,4.16175779532436,4.16175779532436
R8,Medium,R8_OUT,0.06934124078457904,0.061200360873391015,1.9294345445877767,1.929434544587777
R9,Medium,R9_OUT,0.030033320809798387,0.043929897583903144,2.4088874228153614,2.408887422815362
R2,Very_Low,R2_OUT,0.04205094962208687,0.042372193966386335,0.31815140087218124,0.31815140087218124
R12,High,R12_OUT,0.022883639284265254,0.02418356948992108,0.2422456928049063,0.2529124755196694
R7,Low,R7_OUT,0.016238008068022808,0.02021133783292379,0.4153577057804907,0.4153577057804907
R17,High,R17_OUT,0.01769271962524497,0.019856778675945513,-0.10448542244988732,0.10448542244988732
R18,Very_High,R18_OUT,0.012149382080597237,0.018282873708922287,0.8587048038166312,0.8587048038166312
R13,High,R13_OUT,0.011441819642132627,0.015841784744960542,0.13117641602035163,0.14184319948056276
R4,Low,R4_OUT,0.007614575392499325,0.01321333892492604,0.03004746690384022,0.04071425034714367
R15,High,R15_OUT,0.0027226853182587595,0.009369663693710057,0.014318619668463772,0.03290638010350245
R16,High,R16_OUT,0.0010015649452269175,0.008143705906863802,0.08128018395504708,0.08128018395504708
R14,Medium,R14_OUT,0.00031298904538341237,0.007725249711473545,0.03130564265596258,0.036049214926098534
R6,Medium,R6_OUT,0.0,0.0075000000000000015,0.02010714277561467,0.03077392626147296
