rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R5,Medium,R5_OUT,0.11005978439956692,0.11875777838023767,115.18009902268552,362.17823012909895
R1,Very_Low,R1_OUT,0.09033563997552134,0.09920524734782855,552.1268834769946,552.1268834769946
R10,High,R10_OUT,0.05362269029966777,0.08149128762225298,739.4499188727362,942.42703177003
R17,High,R17_OUT,0.04048120828942748,0.06841262769051304,554.1863254858617,556.8522148428966
R14,High,R14_OUT,0.031179919483396816,0.06405694005382102,64.07011430601511,194.24117446397582
R9,High,R9_OUT,0.04794943009884402,0.05449295901525583,-861.684201794429,949.5938798855053
R3,Low,R3_OUT,0.04448282812920576,0.05185803573623269,135.3811279354361,175.3165260258038
R16,High,R16_OUT,0.03929529727439627,0.048046420113673015,258.7676678953228,349.91751787079346
R19,Very_High,R19_OUT,0.039667108557961434,0.04716240118117386,-355.6937159401971,625.1613327719103
R8,Medium,R8_OUT,0.03976940305163563,0.045560316818312456,417.6119050683425,419.91170670625064
R15,High,R15_OUT,0.021892964947906778,0.04155968340866535,117.52065907758822,193.51646780656387
R7,Medium,R7_OUT,0.030253102982943404,0.03951085995426948,219.30398583111034,219.30398583111037
R13,High,R13_OUT,0.02687038988408851,0.039032425871336915,212.40921840015872,212.40921840015872
R18,Very_High,R18_OUT,0.02080462565183323,0.039024390243902425,29.401025766674984,278.5381529352952
R20,Very_High,R20_OUT,0.0236652616789603,0.03725659356641252,1446.2253773965372,1446.2253773965372
R4,Low,R4_OUT,0.02409780527323612,0.03255066796973059,147.2034637010107,169.5722212789654
R2,Low,R2_OUT,0.020241962058089723,0.029947695188015527,355.452808770125,355.45280877012505
R11,Medium,R11_OUT,0.01713625969379055,0.02868766387405724,272.7573440751928,307.9843422519716
R6,Medium,R6_OUT,0.009658157426606395,0.02105723884102117,1.4371169871519855,154.39746922688994
R12,Medium,R12_OUT,0.0,0.012328767123287671,192.04298229970846,193.31764936594786
