rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R1,Very_Low,R1_OUT,0.09033563997552134,0.10331483638892444,522.2030157139901,554.619639136448
R11,Medium,R11_OUT,0.04048120828942748,0.07252221673160893,589.1964100221156,596.3421904535713
R17,Medium,R17_OUT,0.031179919483396816,0.06816652909491691,59.76273701447354,228.07649262708054
R19,High,R19_OUT,0.04499863403972992,0.06268998686295511,178.397666058162,204.23827397408618
R7,Medium,R7_OUT,0.04794943009884402,0.06233853809371163,-131.10630278288355,320.6552970830629
R14,High,R14_OUT,0.030411185515029988,0.06204527169268825,877.0377700616588,927.2067342785558
R2,Low,R2_OUT,0.04448282812920576,0.05304824458420035,46.51798297642252,224.43888375109785
R8,High,R8_OUT,0.03929529727439627,0.05215600915476891,55.52352506293563,331.3731224250542
R16,High,R16_OUT,0.039667108557961434,0.05066231182192648,-138.57380944209902,756.9392383146002
R10,Medium,R10_OUT,0.03976940305163563,0.04966990585940834,379.26396803653057,387.59393036280807
R5,Medium,R5_OUT,0.030253102982943404,0.04362044899536537,203.73607976903943,212.4223826698944
R18,High,R18_OUT,0.02080462565183323,0.04280887994909012,154.83843341440522,319.56843491892914
R20,Very_High,R20_OUT,0.0236652616789603,0.03907988860622116,515.8825568980029,530.0589187856693
R12,Medium,R12_OUT,0.009658157426606395,0.03817185649317999,71.83859156199945,275.90354092155667
R15,High,R15_OUT,0.021892964947906778,0.037182854501512624,375.2417024464135,473.7870746499398
R9,Low,R9_OUT,0.02409780527323612,0.03666025701082649,89.23274250113926,133.84834390696992
R4,Low,R4_OUT,0.020241962058089723,0.03405728422911141,286.938871334626,288.5206721068375
R3,Medium,R3_OUT,0.017123287671232876,0.03305636649449809,99.78839968569783,178.69295597797935
R13,Medium,R13_OUT,0.01713625969379055,0.03276113076671888,196.164152717989,292.994201936481
R6,Medium,R6_OUT,0.010168055359412509,0.025987182668366512,-441.8662336607457,441.8662336607457
