rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R20,Very_High,R20_OUT,0.36189371658947633,0.17794966466179993,3.017002354407105,3.017002354407105
R19,Very_High,R19_OUT,0.3339182919370408,0.10957064623342454,-5.289630923691415,5.289630923691415
R17,High,R17_OUT,0.23878750897955067,0.07179738696087662,1.7729725523154571,1.7729725523154574
R15,High,R15_OUT,0.2646928062066404,0.06924850454765227,-5.7091363437621085,5.7091363437621085
R16,High,R16_OUT,0.23763052675165194,0.06008634368813128,1.8502146022489048,1.902837064674547
R18,Very_High,R18_OUT,0.22090022036777315,0.050107808461096734,6.640636923140894,6.640636923140894
R3,Low,R3_OUT,0.1909138455274988,0.049045225866410955,0.3845899612168532,0.4290889912785416
R1,Very_Low,R1_OUT,0.1900352629438736,0.043469432551725515,-2.8397326613550504,2.83973266135505
R11,Medium,R11_OUT,0.23558505495368873,0.04236714815107437,-2.7329939127605334,2.7329939127605334
R2,Low,R2_OUT,0.2246837060063815,0.038335306870600286,-1.748108700018308,1.748108700018308
R5,Medium,R5_OUT,0.21784836705984972,0.03827574475484273,2.1051215019659484,2.1066839550194443
R9,High,R9_OUT,0.18535206973793222,0.038080368396595544,1.2351040516806204,1.25500687615078
R10,High,R10_OUT,0.2121214628622666,0.03598979020716532,-1.688282808749576,1.6882828087495763
R6,Medium,R6_OUT,0.18946924225971298,0.034376976444680206,-1.1390575347253582,1.1390575347253584
R8,Medium,R8_OUT,0.17128924929609574,0.0321082362660488,0.043768981702843934,0.14805571209800733
R7,Medium,R7_OUT,0.19226010876113106,0.028703820303930316,-0.17242557973376543,0.4322111759992883
R14,High,R14_OUT,0.13245802190824313,0.024744963746322603,1.3590955178945108,1.3590955178945108
R13,High,R13_OUT,0.14498465238213207,0.022479472755830922,4.819683111073823,4.819683111073823
R4,Low,R4_OUT,0.11956684658283698,0.020198291682496285,2.0213644482117843,2.0213644482117843
R12,Medium,R12_OUT,0.08086409013437976,0.013064867449294753,2.3369001277400696,2.3369001277400696
