rule_id,consequent_label,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R20,Very_High,0.36189371658947633,0.14055944950009064,3.3908776335020248,3.3908776335020248
R16,High,0.3339182919370408,0.08982759606304858,-0.1188425749319438,0.549052811626845
R19,High,0.2886736396125301,0.07835722699961606,-0.10809830466581208,0.4838519991329836
R15,High,0.2646928062066404,0.06458336214834438,0.05373707216411894,0.30764842843045476
R3,Medium,0.27045668175894716,0.06433330730377947,1.2429330278749537,1.2429330278749537
R14,High,0.3030999560563727,0.05938356114386856,-0.2678817056163584,0.4507739800673904
R8,High,0.23763052675165194,0.0487627247374237,-0.4528588985737711,0.49443625860901885
R11,Medium,0.23878750897955067,0.048605887203170835,1.261869049943258,1.2618690499432579
R6,Medium,0.24513978597850716,0.04549058441820837,0.9154577184086667,0.915457718408667
R18,High,0.22090022036777315,0.042567302526727295,0.05420740254630303,0.21677651221888214
R2,Low,0.1909138455274988,0.040175094678674146,0.3693105198661123,0.36931051986611235
R1,Very_Low,0.1900352629438736,0.03941055457002131,-0.6171122126418931,0.6171122126418931
R13,Medium,0.23558505495368873,0.037614661057836965,1.145142305248045,1.145142305248045
R4,Low,0.2246837060063815,0.037428469690618374,0.42791693160775546,0.42791693160775557
R7,Medium,0.18535206973793222,0.034950461989735095,0.7092122288276823,0.7092122288276823
R5,Medium,0.18946924225971298,0.031016389779400765,0.6117193929404912,0.6117193929404912
R12,Medium,0.19226010876113106,0.0293145144386792,0.7361960347124825,0.7361960347124825
R10,Medium,0.17128924929609574,0.027376754422604215,0.7587592497452111,0.7587592497452111
R17,Medium,0.13245802190824313,0.02113679271779374,0.6585203293019063,0.6585203293019062
R9,Low,0.11956684658283698,0.019105304610358365,0.2416281961826333,0.2416281961826333
