rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R20,Very_High,R20_OUT,0.4552924095676677,0.17832504420391532,436.4585643434598,837.9016621481652
R16,High,R16_OUT,0.3204067587732107,0.07181271451086764,3197.340940968161,4565.195503553017
R19,High,R19_OUT,0.30435308356706803,0.07004256985096784,-8288.828304805209,8340.341140897272
R17,Medium,R17_OUT,0.22285389986853124,0.06885348658103008,4827.173647449426,6384.73234368235
R11,Medium,R11_OUT,0.2326370121703324,0.0639278368224724,2565.751657233514,3315.5567661356304
R8,High,R8_OUT,0.31523761962590724,0.05994360737964039,-1991.372852326459,4596.074886289409
R18,High,R18_OUT,0.2540757960183171,0.05245272726510165,-12671.41683976367,12694.018024374987
R14,High,R14_OUT,0.2642015618912035,0.05136271844131527,3673.094204289121,5008.962354230447
R3,Medium,R3_OUT,0.21235451842760364,0.04396789833527525,2258.788924574194,2737.3449072122376
R6,Medium,R6_OUT,0.2551493623578987,0.042033233432281894,-5835.6881459368415,5835.6881459368415
R15,High,R15_OUT,0.21468560361507485,0.03898590285890204,494.81147536520837,1359.7912008059593
R7,Medium,R7_OUT,0.22915719871753512,0.03797320159256214,-2190.096270739502,2344.554408338327
R4,Low,R4_OUT,0.19607477771446147,0.030774752584684283,8196.106119229255,8196.106119229255
R10,Medium,R10_OUT,0.15622808879986477,0.029407641881423443,3165.824184541216,3190.745852031266
R1,Very_Low,R1_OUT,0.1681869226094994,0.02906914041619333,-2121.6843532029566,2133.660378285682
R13,Medium,R13_OUT,0.17946776452125843,0.027338771110213038,5477.3996792367125,5477.3996792367125
R5,Medium,R5_OUT,0.1910832152544717,0.02723515287491577,8431.305884672733,8431.30588535234
R12,Medium,R12_OUT,0.16936704125363022,0.02662551389461808,-7941.5683286352105,7945.855293445994
R2,Low,R2_OUT,0.1595852354168395,0.025331681501913682,1093.5992084320733,2255.9175875376286
R9,Low,R9_OUT,0.14195913932994456,0.024536404461706462,2451.824215751382,2451.8260317588324
