Model,Train RMSE,Train MAE,Train MAPE (%),Train R2,Test RMSE,Test MAE,Test MAPE (%),Test R2
Full Rule-Level Sugeno (Gemini),0.0012251003778917312,0.0008300881597402039,0.011379278790653664,0.9999999732268577,9.310624164462174,7.883967451442161,67.81628764020317,-2.632336239986977
Linear Regression,4.207548773596196,3.51971790754851,118.75747246798709,0.6841984076758464,5.8378427633226915,3.5032535660957045,36.631851578667636,-0.42801654249970666
Decision Tree,0.0,0.0,0.0,1.0,6.604165352260648,5.25,41.85992314720393,-0.8275292145816848
