Model,Train RMSE,Train MAE,Train MAPE (%),Train R2,Test RMSE,Test MAE,Test MAPE (%),Test R2,CV RMSE,CV MAE,CV MAPE (%),CV R2
Linear Regression,4.207548773596196,3.51971790754851,118.75747246798709,0.6841984076758464,5.8378427633226915,3.5032535660957045,36.631851578667636,-0.42801654249970666,,,,
Decision Tree,0.0,0.0,0.0,1.0,6.604165352260648,5.25,41.85992314720393,-0.8275292145816848,,,,
Sugeno V1 Label-Level,2.8373580988323224,2.4389758949155085,41.89081966856995,0.8563901266000787,6.2788262282501766,5.2487316451583625,50.051613974385766,-0.6519061839054943,8.203956154930435,6.6754753158789315,119.51080546336888,-6.473270303252912
Sugeno V2 Full Rule-Level,0.0012251003778917,0.0008300881597402,0.0113792787906536,0.9999999732268576,9.310624164462174,7.883967451442161,67.81628764020317,-2.632336239986977,9.924453961328352,7.591775172450966,69.18336608081508,-4.692455344417102
