rule_id,consequent_label,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R3,Low,0.1339822513806324,0.18435596063938525,280.9716529389624,280.97165293896245
R8,Low,0.07910996123478835,0.14348554989942508,744.8291568430077,744.8291568430077
R9,Medium,0.055771202656820194,0.12372451483013568,578.6848133272644,578.6848133272644
R1,Very_Low,0.0858977471797322,0.11587851072412005,317.31468802764635,317.31468802764635
R10,Medium,0.0549974729370156,0.11158405748702505,656.634265997143,656.6342659971431
R4,Low,0.055406982354049554,0.1049347443658978,373.04399986723257,373.0439998672326
R2,Very_Low,0.02654654314311798,0.0458036174006819,195.3909509494509,195.3909509494509
R5,Low,0.030403381188467776,0.04438356266750517,23.900215728059802,23.900215728059802
R15,Medium,0.01755075192080101,0.03444986985285257,260.7104350645163,260.71043506451633
R7,Low,0.017535897160123756,0.031021743058952493,95.64895766335407,95.64895766335408
R12,High,0.005342906450239095,0.02632862231766439,137.07559221641733,137.07559221641733
R18,Very_High,0.010994272006531181,0.013644817404618469,31.48168638415712,31.48168638415712
R16,High,0.006535698154979625,0.013319428415807215,130.17535515899615,130.17535515899615
R17,High,0.0011276020521842336,0.0028421117203079643,26.478187486231814,26.478187486231814
R14,Medium,0.001137065276700841,0.0018196752449695461,12.625669975252602,12.625669975252602
R13,High,0.0003431706264038788,0.0011678248262744534,3.834653807185712,3.834653807185712
R6,Medium,0.0002907728095115019,0.0009895127368898442,6.0004868863981216,6.0004868863981216
R11,High,0.00010561734116129983,0.0002658764074870809,1.093679695682816,1.093679695682816
R19,Very_High,0.0,0.0,0.0,0.0
R20,Very_High,0.0,0.0,0.0,0.0
