rule_id,consequent_label,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R2,Low,0.1339822513806324,0.18306496573006853,357.1956327657396,357.1956327657396
R8,Medium,0.07910996123478835,0.14390619811150104,823.569873599484,823.5707614835529
R1,Very_Low,0.0858977471797322,0.11587851072412007,308.255675554812,308.255675554812
R11,Medium,0.0549974729370156,0.11016448083458785,641.411507893076,641.4115113255648
R7,Medium,0.055406982354049554,0.1044402146205235,395.0635754054916,395.06401213596615
R6,Medium,0.055771202656820194,0.10376540250770373,385.71493442534387,385.71582230941283
R14,High,0.01755075192080101,0.04623332831613485,422.0658845809067,422.06588458090664
R3,Low,0.02654654314311798,0.0457386717693964,159.65064483237228,159.65064483237228
R10,High,0.030255310131363317,0.04073492037506312,188.9629186489358,188.9629186489358
R5,Medium,0.030403381188467776,0.0372291373112239,78.86079551289373,78.86079551289373
R4,Low,0.017535897160123756,0.03102173930529562,120.7202082969709,120.72020829697092
R18,Very_High,0.0011276020521842336,0.01644624281005548,30.868373104194607,31.35597740504268
R15,High,0.005342906450239095,0.009195955331838888,38.05938442107115,38.05938442107116
R9,High,0.003582251730054339,0.006508037994879179,19.40277831784787,19.402778317847865
R12,Medium,0.001137065276700841,0.0018187412585868549,14.585190726213824,14.585190726213824
R13,High,0.0006241069858781578,0.0012436497007625514,8.795183044135136,8.795183044135136
R17,High,0.00033314619466852304,0.0011813319954979726,10.016769208776857,10.016769208776857
R19,Very_High,0.0003431706264038788,0.0007732699228290658,0.584295901099596,0.584295901099596
R16,High,0.0002907728095115019,0.0006552013799314158,2.207543457742765,2.207543457742765
R20,Very_High,0.0,0.0,0.0,0.0
