rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R9,Medium,R9_OUT,0.13844246088633655,0.20107993844028443,3.4360976830684025,3.4368057291284915
R1,Very_Low,R1_OUT,0.1489344212894433,0.14321519737405247,0.20590429466380994,0.21285187697275085
R3,Low,R3_OUT,0.09498808541077705,0.11514866415703251,0.3180471963090162,0.6501591709453783
R17,High,R17_OUT,0.04769081211411981,0.10738733570119748,2.0206881467961995,2.058305288595455
R10,Medium,R10_OUT,0.03545136954986859,0.07026285043422979,-0.6588913477193119,0.6763666844924333
R8,Medium,R8_OUT,0.03745239533000388,0.06786969830859885,0.8786934251062612,0.8786934251062611
R2,Very_Low,R2_OUT,0.047583957831428915,0.06714591477565038,0.3933815205967438,0.3933815205967438
R7,Low,R7_OUT,0.05091495661551827,0.06259453978807915,2.0433801002128233,2.0433801002128233
R12,High,R12_OUT,0.01657924392984341,0.05552549544799383,-0.19371427744777142,0.19371427744777142
R18,Very_High,R18_OUT,0.04464062507811166,0.0496156382869173,0.599431369402293,0.599431369402293
R19,Very_High,R19_OUT,0.004683411530146354,0.03381619408398668,-1.3989251557489086,1.3989251557489086
R16,High,R16_OUT,0.007935922822919144,0.022910062353680975,0.0,0.0
R4,Low,R4_OUT,0.0023215462161467817,0.0031614296305053774,-0.0004656196737499041,0.0005138634343479768
R11,High,R11_OUT,0.0002082399480022391,0.00026704121779083455,-3.999319361578809e-05,3.999319361578809e-05
R15,High,R15_OUT,0.0,0.0,0.0,0.0
R13,High,R13_OUT,0.0,0.0,0.0,0.0
R14,Medium,R14_OUT,0.0,0.0,0.0,0.0
R20,Very_High,R20_OUT,0.0,0.0,0.0,0.0
R5,Medium,R5_OUT,0.0,0.0,0.0,0.0
R6,Medium,R6_OUT,0.0,0.0,0.0,0.0
