rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R16,High,R16_OUT,0.02464386533147119,0.16585918371115926,984.2656115493309,1144.7441860904798
R5,Low,R5_OUT,0.01630789302022179,0.1547945205479452,208.83337656111874,208.8333765611188
R1,Very_Low,R1_OUT,0.02850293542074365,0.08530550402396739,260.9954058809031,260.9954058809031
R8,Low,R8_OUT,0.018527370102006453,0.058779787786336,464.23276340958546,464.23276340958546
R12,High,R12_OUT,0.004635363041661588,0.0569339556452055,374.8123299056333,379.5264718705205
R6,Medium,R6_OUT,0.0012628832354859751,0.05512207532060072,-111.01139615009468,372.5664955532249
R11,High,R11_OUT,0.007315857893459933,0.048232110651760196,727.8596329990147,727.8596329990147
R2,Very_Low,R2_OUT,0.01478147423352903,0.04451075203879199,-112.94735065560377,193.43834172403322
R19,Very_High,R19_OUT,0.005506360667861869,0.04220570112455924,3.0645526268453294,343.103745111426
R15,Medium,R15_OUT,0.008572786972929602,0.042169670840064566,276.9787401845502,380.5622417275667
R13,High,R13_OUT,0.005362393886613632,0.037962887169800834,163.40564704088686,292.284449012307
R4,Low,R4_OUT,0.016307893020221793,0.03389182120244806,188.71078927461386,242.04770019665236
R18,Very_High,R18_OUT,0.015330579740290612,0.031063285867077666,231.64587537948478,231.64587537948478
R9,Medium,R9_OUT,0.004999158093706889,0.02700418976398904,42.34759479322629,115.66437550265198
R7,Low,R7_OUT,0.005437085157463637,0.02529290981885885,-100.25986461195471,138.4861031849439
R10,Medium,R10_OUT,0.015245746110030826,0.025255511133289506,95.01910368876301,133.18057747794563
R17,High,R17_OUT,0.0034172287760377957,0.02475636476989672,124.34888809955525,170.20405081327215
R20,Very_High,R20_OUT,0.000777741459404312,0.020104147863121383,-404.0339779985671,495.7603070189557
R3,Low,R3_OUT,0.006242661448140904,0.016646031680031974,-149.34024127093153,149.34024127093153
R14,Medium,R14_OUT,0.0,0.004109589041095891,-14.434114412575171,31.676622751635684
