rule_id,original_label,sugeno_output,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R1,Very_Low,R1_OUT,0.02850293542074365,0.09763427114725506,484.8651480940999,517.2614628061544
R7,Medium,R7_OUT,0.00821482931071972,0.0785057362325636,-784.110621495142,1050.3178012752348
R10,Medium,R10_OUT,0.018527370102006453,0.06623477512170377,492.5444849265661,492.5444849265661
R11,Medium,R11_OUT,0.010403933965577802,0.0651205006585978,449.3621843823963,471.3295208887316
R14,High,R14_OUT,0.007315857893459933,0.06304729277972838,894.5201564752587,944.6924316004058
R17,Medium,R17_OUT,0.008572786972929602,0.06285062683123088,38.92236115453989,204.29174309688335
R15,High,R15_OUT,0.004635363041661588,0.05775082931391788,735.3822344872278,894.1161267935234
R2,Low,R2_OUT,0.01478147423352903,0.05614591763615631,40.45962508043705,180.21388293990313
R19,High,R19_OUT,0.005506360667861869,0.05453446824784691,109.16084949425598,200.83456617782537
R16,High,R16_OUT,0.005362393886613632,0.048562095449839984,-77.26737367311878,257.431844442755
R5,Medium,R5_OUT,0.016307893020221793,0.04622058832573573,261.93772926404694,270.91701099999494
R12,Medium,R12_OUT,0.004999158093706889,0.03933295688727671,73.44547106304675,280.1156626398196
R18,High,R18_OUT,0.0034172287760377957,0.03928057737885207,96.74806642165062,192.12305510015864
R13,Medium,R13_OUT,0.015245746110030826,0.03773497958008471,268.9094063658552,415.3937530755465
R9,Low,R9_OUT,0.005437085157463637,0.03762167694214652,79.80958459575963,104.38247835671892
R20,Very_High,R20_OUT,0.000777741459404312,0.03243291498640905,-234.3513427670036,239.44100759585456
R8,High,R8_OUT,0.0012628832354859751,0.03232354481051847,773.1433897613231,773.1433897613231
R3,Medium,R3_OUT,0.0017409001956947162,0.03083058782729322,74.04822032399913,142.77269659268865
R4,Low,R4_OUT,0.006242661448140904,0.028974798803319646,294.56651701032246,294.56651701032246
R6,Medium,R6_OUT,0.0009017612524461838,0.024860861039523303,-327.7905266000186,327.79052660001867
