rule_id,consequent_label,average_firing_strength,average_normalized_firing_strength,average_rule_contribution,average_abs_rule_contribution
R16,High,0.02464386533147119,0.16585918371115926,1090.2734575831112,1090.2734575831112
R5,Low,0.01630789302022179,0.1547945205479452,238.55784918344315,238.55784918344315
R1,Very_Low,0.02850293542074365,0.08530550402396739,181.20726887810946,181.20726887810946
R8,Low,0.018527370102006453,0.058779787786336,302.15903007573735,302.15903007573735
R12,High,0.004635363041661588,0.0569339556452055,162.6850685709931,162.6850685709931
R6,Medium,0.0012628832354859751,0.05512207532060072,167.24300698653283,169.65943539929324
R11,High,0.007315857893459933,0.048232110651760196,233.82504165621583,233.82504165621577
R2,Very_Low,0.01478147423352903,0.04451075203879199,124.10854784029203,124.10854784029202
R19,Very_High,0.005506360667861869,0.04220570112455924,249.0683275990741,249.0683275990741
R15,Medium,0.008572786972929602,0.042169670840064566,159.6006409700065,162.01706938276695
R13,High,0.005362393886613632,0.037962887169800834,161.53321174738417,161.53321174738417
R4,Low,0.016307893020221793,0.03389182120244806,107.01308533031282,107.0130853303128
R18,Very_High,0.015330579740290612,0.031063285867077666,146.30849518733885,146.30849518733888
R9,Medium,0.004999158093706889,0.02700418976398904,108.8460538207087,111.26248223346916
R7,Low,0.005437085157463637,0.02529290981885885,97.99187450722134,97.99187450722135
R10,Medium,0.015245746110030826,0.025255511133289506,91.63164506764014,94.04807348040057
R17,High,0.0034172287760377957,0.02475636476989672,94.49915661307377,94.49915661307377
R20,Very_High,0.000777741459404312,0.020104147863121383,114.25466941088209,114.25466941088209
R3,Low,0.006242661448140904,0.016646031680031974,49.36223591185083,49.36223591185083
R14,Medium,0.0,0.004109589041095891,18.18604397012152,20.602472382881963
